prompt_id,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,n,prompt_chars_mean,generated_tokens_mean,acceptance_rate_mean,top1_match_rate_mean,avg_accepted_prefix_length_mean,total_generation_time_mean,tokens_per_s_mean,proposed_tokens_mean,accepted_tokens_mean,accepted_tokens_per_draft_second_mean,rejection_events_mean,verify_rounds_mean,draft_time_mean,verify_time_mean,rebuild_time_mean,draft_time_ratio_mean,verify_time_ratio_mean,rebuild_time_ratio_mean,target_decode_step_time_mean,draft_decode_step_time_mean,draft_target_latency_ratio_mean,prompt_chars_std,generated_tokens_std,acceptance_rate_std,top1_match_rate_std,avg_accepted_prefix_length_std,total_generation_time_std,tokens_per_s_std,proposed_tokens_std,accepted_tokens_std,accepted_tokens_per_draft_second_std,rejection_events_std,verify_rounds_std,draft_time_std,verify_time_std,rebuild_time_std,draft_time_ratio_std,verify_time_ratio_std,rebuild_time_ratio_std,target_decode_step_time_std,draft_decode_step_time_std,draft_target_latency_ratio_std
explain_sd_simple,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,3,45.0,128.0,,,,4.574531634648641,28.00470282458004,,,,,,0.0,4.574531634648641,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.13396734289623838,0.8092438249042982,,,,,,0.0,0.13396734289623838,0.0,0.0,0.0,0.0,,,
explain_sd_simple,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,3,45.0,128.0,,,,4.492529471715291,28.51071814448647,,,,,,0.0,4.492529471715291,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.11682213463616246,0.7296986310850565,,,,,,0.0,0.11682213463616246,0.0,0.0,0.0,0.0,,,
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,3,45.0,128.0,0.6973684210526315,0.6973684210526315,0.6973684210526315,7.055011749267578,18.14523621812419,76.0,53.0,68.01964793832934,23.0,76.0,0.7792183558146158,2.676238775253296,3.5106122493743896,0.11045635017229204,0.37937610334081834,0.4975628635633555,0.04638655297458172,0.013375293463468552,0.2883441990353921,0.0,0.0,0.0,0.0,0.0,0.07623153606228752,0.19486506512886528,0.0,0.0,0.4341823118887204,0.0,0.0,0.0049708408147402655,0.004720135822673909,0.06590218413082209,0.0008507772644377962,0.003475727440099117,0.003941490096489357,0.0,0.0,0.0
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,3,45.0,128.0,0.6173913043478261,0.6173913043478261,1.2241379310344827,6.216400702794393,20.6101096038009,115.0,71.0,61.25573750722537,26.0,58.0,1.1591696739196777,2.387718995412191,2.584169944127401,0.18659729188768953,0.38415836216689125,0.4155082002421752,0.04638655297458172,0.013375293463468552,0.2883441990353921,0.0,0.0,0.0,0.0,0.0,0.19179984636478878,0.6294161515827159,0.0,0.0,0.5515373665817419,0.0,0.0,0.010503861235355568,0.06691081530935072,0.12164947003934287,0.004192653863699817,0.0047331098546901495,0.007199962815260186,0.0,0.0,0.0
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,3,45.0,128.0,0.4941860465116279,0.4941860465116279,1.9767441860465116,5.787190198898315,22.125270908383257,172.0,85.0,47.07535015012211,31.0,43.0,1.8059602578481038,1.8581186930338542,2.013093868891398,0.3122450665458413,0.3209852850679468,0.34775717796740474,0.04638655297458172,0.013375293463468552,0.2883441990353921,0.0,0.0,0.0,0.0,0.0,0.1057071907234062,0.4082257300297967,0.0,0.0,0.6468984287616565,0.0,0.0,0.025060343717872118,0.06367607553792473,0.06835956393663221,0.010090399163773757,0.005573064816961374,0.00572139782835243,0.0,0.0,0.0
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,3,45.0,128.0,0.3723849372384937,0.3723849372384937,2.225,5.039201577504476,25.500340437004358,239.0,89.0,43.558140286144265,31.0,40.0,2.050715923309326,1.4061824480692546,1.4815523624420166,0.40702510077605386,0.27886860670077906,0.2940985271928222,0.04638655297458172,0.013375293463468552,0.2883441990353921,0.0,0.0,0.0,0.0,0.0,0.3204130129228239,1.5652724966350124,0.0,0.0,2.5741658944054904,0.0,0.0,0.12640205672082624,0.10410507099098137,0.08673212144077783,0.004109141507916192,0.0028772761052012308,0.002158592889162779,0.0,0.0,0.0
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,3,45.0,128.0,0.28938906752411575,0.28938906752411575,2.3076923076923075,5.359867254892985,23.891408652782978,311.0,90.0,35.02776405040159,33.0,39.0,2.5715028444925943,1.291964848836263,1.401885191599528,0.47969992252809635,0.24108157454061838,0.26156895285350956,0.04638655297458172,0.013375293463468552,0.2883441990353921,0.0,0.0,0.0,0.0,0.0,0.11070991745840604,0.49484783153787526,0.0,0.0,1.0121014339858794,0.0,0.0,0.07311570619525266,0.04530715706778487,0.03635480438919943,0.00474954994223689,0.008002489801628914,0.005095976356949292,0.0,0.0,0.0
explain_sd_simple,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,3,45.0,128.0,,,,4.598037242889404,28.37564488151046,,,,,,0.0,4.598037242889404,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.6639092929942928,3.724510715640607,,,,,,0.0,0.6639092929942928,0.0,0.0,0.0,0.0,,,
explain_sd_simple,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,3,45.0,128.0,,,,4.132908344268799,30.997251574669615,,,,,,0.0,4.132908344268799,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.12151982332438774,0.8953735654804246,,,,,,0.0,0.12151982332438774,0.0,0.0,0.0,0.0,,,
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,1,50,,1.0,3,45.0,128.0,0.5387073347857662,0.2701525054466231,0.5387073347857662,7.0142191251118975,18.276046956996833,83.66666666666667,45.0,60.986732883515906,38.666666666666664,83.66666666666667,0.738940954208374,2.4836254119873047,3.088752826054891,0.10537914270780319,0.3539970065526279,0.4401768979871254,0.04638655297458172,0.013375293463468552,0.2883441990353921,0.0,0.0,0.03840414763022068,0.03522681120942526,0.03840414763022068,0.2722864189934874,0.7061242845767052,1.8856180831641267,2.160246899469287,3.484011668124833,4.0276819911981905,1.8856180831641267,0.031216949779040316,0.12079486936251471,0.15285742572480945,0.003158258057100045,0.006328428098258948,0.004750596386117731,0.0,0.0,0.0
