prompt_id,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,n,prompt_chars_mean,generated_tokens_mean,acceptance_rate_mean,avg_accepted_prefix_length_mean,total_generation_time_mean,tokens_per_s_mean,proposed_tokens_mean,accepted_tokens_mean,rejection_events_mean,verify_rounds_mean,draft_time_mean,verify_time_mean,rebuild_time_mean,draft_time_ratio_mean,verify_time_ratio_mean,rebuild_time_ratio_mean,target_decode_step_time_mean,draft_decode_step_time_mean,draft_target_latency_ratio_mean,prompt_chars_std,generated_tokens_std,acceptance_rate_std,avg_accepted_prefix_length_std,total_generation_time_std,tokens_per_s_std,proposed_tokens_std,accepted_tokens_std,rejection_events_std,verify_rounds_std,draft_time_std,verify_time_std,rebuild_time_std,draft_time_ratio_std,verify_time_ratio_std,rebuild_time_ratio_std,target_decode_step_time_std,draft_decode_step_time_std,draft_target_latency_ratio_std
prompt_1,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,1,45.0,32.0,,,0.7916481494903564,40.421998106862006,,,,,0.0,0.7916481494903564,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
prompt_1,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,1,45.0,32.0,,,0.8376977443695068,38.19993573467814,,,,,0.0,0.8376977443695068,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
prompt_1,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,1,45.0,32.0,0.3157894736842105,1.2,2.5316061973571777,12.640196580892317,57.0,18.0,13.0,15.0,1.321286916732788,0.5028369426727295,0.6847724914550781,0.5219164489769856,0.19862368135994318,0.27048934078686226,0.033720627427101135,0.03156843036413193,0.9361756519026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALL,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,1,45.0,32.0,,,0.7916481494903564,40.421998106862006,,,,,0.0,0.7916481494903564,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
ALL,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,1,45.0,32.0,,,0.8376977443695068,38.19993573467814,,,,,0.0,0.8376977443695068,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
ALL,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,1,45.0,32.0,0.3157894736842105,1.2,2.5316061973571777,12.640196580892317,57.0,18.0,13.0,15.0,1.321286916732788,0.5028369426727295,0.6847724914550781,0.5219164489769856,0.19862368135994318,0.27048934078686226,0.033720627427101135,0.03156843036413193,0.9361756519026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
