prompt_id,prompt_chars,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,generated_tokens,acceptance_rate,avg_accepted_prefix_length,total_generation_time,tokens_per_s,proposed_tokens,accepted_tokens,rejection_events,verify_rounds,draft_time,verify_time,rebuild_time,draft_time_ratio,verify_time_ratio,rebuild_time_ratio,target_decode_step_time,draft_decode_step_time,draft_target_latency_ratio
prompt_1,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,32,,,0.7916481494903564,40.421998106862006,,,,,0.0,0.7916481494903564,0.0,0.0,1.0,0.0,,,
prompt_1,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,32,,,0.8376977443695068,38.19993573467814,,,,,0.0,0.8376977443695068,0.0,0.0,1.0,0.0,,,
prompt_1,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,32,0.3157894736842105,1.2,2.5316061973571777,12.640196580892317,57,18,13,15,1.321286916732788,0.5028369426727295,0.6847724914550781,0.5219164489769856,0.19862368135994318,0.27048934078686226,0.033720627427101135,0.03156843036413193,0.9361756519026245
