prompt_id,prompt_chars,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,generated_tokens,acceptance_rate,avg_accepted_prefix_length,total_generation_time,tokens_per_s,proposed_tokens,accepted_tokens,rejected_tokens,verify_rounds,draft_time,verify_time,rebuild_time,draft_time_ratio,verify_time_ratio,rebuild_time_ratio,output_exact_match,output_prefix_match_len,output_prefix_match_ratio
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.3419806957244873,38.30064014545472,,,,,0.0,3.3419806957244873,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.4679877758026123,36.909011298454296,,,,,0.0,3.4679877758026123,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.620210886001587,35.357056268446314,,,,,0.0,3.620210886001587,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,4.021147727966309,31.83170792502465,,,,,0.0,4.021147727966309,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.624152183532715,35.318605157256236,,,,,0.0,3.624152183532715,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.687192916870117,34.71475533985705,,,,,0.0,3.687192916870117,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.6973684210526315,0.6973684210526315,5.505013465881348,23.25153258812371,76,53,23,76,0.6021385192871094,2.1705992221832275,2.6754393577575684,0.1093800265919436,0.39429498867460383,0.4860005110503818,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.6973684210526315,0.6973684210526315,5.581700563430786,22.932079309056476,76,53,23,76,0.6496381759643555,2.1154212951660156,2.7474734783172607,0.11638714197972957,0.37899225713135964,0.49222874768984903,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.6973684210526315,0.6973684210526315,5.638351917266846,22.701669189539906,76,53,23,76,0.6043310165405273,2.188777446746826,2.788644790649414,0.10718220951938609,0.38819454316853313,0.49458509003481843,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.6173913043478261,1.2241379310344827,4.8830156326293945,26.213309485367112,115,71,26,58,0.9237878322601318,1.8061611652374268,2.0971550941467285,0.1891838777019628,0.3698864187876559,0.42947949626314375,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.6173913043478261,1.2241379310344827,4.9021079540252686,26.111216072851953,115,71,26,58,0.9025499820709229,1.8727092742919922,2.0750930309295654,0.18411466873751972,0.3820212226771249,0.4233062695458683,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.6173913043478261,1.2241379310344827,4.882522106170654,26.215959132725764,115,71,26,58,0.9134562015533447,1.8699500560760498,2.044189214706421,0.1870869566363859,0.3829885488306873,0.4186748508773617,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,128,0.4941860465116279,1.9767441860465116,4.409113168716431,29.030781270979038,172,85,31,43,1.292912483215332,1.4755058288574219,1.5702002048492432,0.29323640236517706,0.33464911704386285,0.35612608358300674,0,64,0.5
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,128,0.4941860465116279,1.9767441860465116,4.421562910079956,28.949039650254655,172,85,31,43,1.4293336868286133,1.4095885753631592,1.515575647354126,0.3232643560425484,0.3187987153026099,0.34276921490792933,0,64,0.5
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,128,0.4941860465116279,1.9767441860465116,4.379943132400513,29.224123722776994,172,85,31,43,1.4074535369873047,1.3820009231567383,1.5112228393554688,0.32134059608575843,0.31552942158847297,0.3450325252344575,0,64,0.5
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,128,0.3723849372384937,2.225,4.665229797363281,27.437019302316834,239,89,31,40,1.8837780952453613,1.3057670593261719,1.3902027606964111,0.40379106219162986,0.2798934063364193,0.29799234358876237,0,64,0.5
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,128,0.3723849372384937,2.225,4.653977870941162,27.503353808193953,239,89,31,40,1.8500325679779053,1.2884910106658936,1.440258264541626,0.3975164083888903,0.2768580011329803,0.309468223631748,0,64,0.5
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,128,0.3723849372384937,2.225,4.532156467437744,28.242625981614626,239,89,31,40,1.7903616428375244,1.2615606784820557,1.4060211181640625,0.3950352675819478,0.27835770621469286,0.31023225439499375,0,64,0.5
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,128,0.28938906752411575,2.3076923076923075,5.151702880859375,24.846153390478108,311,90,33,39,2.407959461212158,1.2909491062164307,1.3706095218658447,0.467410391651018,0.250586871190266,0.26604980014631746,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,128,0.28938906752411575,2.3076923076923075,5.254536151885986,24.359904718527353,311,90,33,39,2.5061447620391846,1.2652928829193115,1.4031522274017334,0.47694880948524176,0.24080010991363449,0.26703636378980977,1,128,1.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,128,0.28938906752411575,2.3076923076923075,5.019355297088623,25.501283018208305,311,90,33,39,2.431199073791504,1.2046711444854736,1.2888665199279785,0.4843648097997112,0.2400051546827576,0.2567792960732546,1,128,1.0
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.9122838973999023,32.71746206482321,,,,,0.0,3.9122838973999023,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.977311849594116,32.18254058028223,,,,,0.0,3.977311849594116,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.8815555572509766,32.97646990029252,,,,,0.0,3.8815555572509766,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.7473678588867188,34.15730849493561,,,,,0.0,3.7473678588867188,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.8156681060791016,33.54589456983198,,,,,0.0,3.8156681060791016,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.7520177364349365,34.1149773246067,,,,,0.0,3.7520177364349365,0.0,0.0,1.0,0.0,,,
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,1,50,,1.0,128,0.5609756097560976,0.5609756097560976,6.9198808670043945,18.49742827370538,82,46,36,82,0.73055100440979,2.439243793487549,3.1226484775543213,0.10557277190901183,0.35249794618841374,0.4512575487309091,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,1,50,,1.0,128,0.4883720930232558,0.4883720930232558,6.908174514770508,18.528773372230336,86,42,44,86,0.706756591796875,2.3985207080841064,3.102212429046631,0.10230728686511095,0.347200364286655,0.4490639925806344,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,1,50,,1.0,128,0.391304347826087,0.391304347826087,7.806719541549683,16.396131476063147,92,36,56,92,0.8171157836914062,2.696094036102295,3.410000801086426,0.10466826422320837,0.34535556474814816,0.43680329271948193,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,2,50,,1.0,128,0.4626865671641791,0.9253731343283582,6.343402147293091,20.17844636487712,134,62,46,67,1.1048195362091064,2.134877920150757,2.3798716068267822,0.17416829495518651,0.3365509344322068,0.37517274666912626,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,2,50,,1.0,128,0.4014084507042254,0.8028169014084507,6.888660430908203,18.581261376404417,142,57,49,71,1.1661112308502197,2.3517775535583496,2.5350987911224365,0.16927982479991097,0.3413983861080362,0.36801041603791296,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,2,50,,1.0,128,0.45864661654135336,0.9104477611940298,6.5234375,19.621556886227545,133,61,48,67,1.053868055343628,2.2259836196899414,2.440058946609497,0.16155103123830464,0.3412286267309132,0.3740449642706774,0,2,0.015625
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,4,50,,1.0,128,0.34101382488479265,1.3454545454545455,6.241882562637329,20.506633810476124,217,74,45,55,1.6603527069091797,1.7750191688537598,1.9481797218322754,0.2660019137251511,0.2843724070489042,0.3121141261922633,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,4,50,,1.0,128,0.23754789272030652,0.9393939393939394,7.863745450973511,16.277230843497602,261,62,61,66,2.190803050994873,2.197145700454712,2.390686273574829,0.27859536713814376,0.2794019356492155,0.30401369022936375,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,4,50,,1.0,128,0.256,1.0,7.326793670654297,17.470124825907558,250,64,60,64,1.9982283115386963,2.108834743499756,2.220308303833008,0.272728890884715,0.28782504848555845,0.30303955640595104,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,6,50,,1.0,128,0.2356687898089172,1.3703703703703705,7.254351615905762,17.64458173206679,314,74,53,54,2.4903619289398193,1.7877790927886963,1.9527416229248047,0.34329214529379803,0.24644229938742476,0.26918210286957395,0,0,0.0
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,6,50,,1.0,128,0.12471655328798185,0.7432432432432432,9.822643756866455,13.03111495930232,441,55,73,74,3.450326681137085,2.359255790710449,2.670301914215088,0.3512625283519171,0.2401854173995903,0.2718516501576707,0,0,0.0
