prompt_id,prompt_chars,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,generated_tokens,acceptance_rate,top1_match_rate,avg_accepted_prefix_length,total_generation_time,tokens_per_s,proposed_tokens,accepted_tokens,accepted_tokens_per_draft_second,rejection_events,verify_rounds,draft_time,verify_time,rebuild_time,draft_time_ratio,verify_time_ratio,rebuild_time_ratio,target_decode_step_time,draft_decode_step_time,draft_target_latency_ratio
prompt_1,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,16,,,,0.4199092388153076,38.10347218160975,,,,,,0.0,0.4199092388153076,0.0,0.0,1.0,0.0,,,
prompt_1,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,16,,,,0.37494468688964844,42.67296099786854,,,,,,0.0,0.37494468688964844,0.0,0.0,1.0,0.0,,,
prompt_1,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,16,0.23333333333333334,0.23333333333333334,0.7777777777777778,0.7802426815032959,20.506440341321436,30,7,33.14423889938126,9,9,0.211198091506958,0.30776000022888184,0.25075745582580566,0.27068256648052375,0.3944413802586648,0.32138392550208933,0.033533141016960144,0.00840727984905243,0.2507155486806398
