prompt_id,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,n,prompt_chars_mean,prompt_chars_std,generated_tokens_mean,generated_tokens_std,acceptance_rate_mean,acceptance_rate_std,avg_accepted_prefix_length_mean,avg_accepted_prefix_length_std,total_generation_time_mean,total_generation_time_std,tokens_per_s_mean,tokens_per_s_std,proposed_tokens_mean,proposed_tokens_std,accepted_tokens_mean,accepted_tokens_std,rejection_events_mean,rejection_events_std,verify_rounds_mean,verify_rounds_std,draft_time_mean,draft_time_std,verify_time_mean,verify_time_std,rebuild_time_mean,rebuild_time_std,draft_time_ratio_mean,draft_time_ratio_std,verify_time_ratio_mean,verify_time_ratio_std,rebuild_time_ratio_mean,rebuild_time_ratio_std,target_token_time_mean,target_token_time_std,draft_token_time_mean,draft_token_time_std,draft_target_latency_ratio_mean,draft_target_latency_ratio_std
explain_sd_simple,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.3804807662963867,0.060062875972809196,37.87650839151651,0.6794462154158422,,,,,,,,,0.0,0.0,3.3804807662963867,0.060062875972809196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02641000598669052,0.00046924121853757184,,,,
explain_sd_simple,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.3826008637746177,0.07702524212546001,37.86028128010198,0.8598283812886798,,,,,,,,,0.0,0.0,3.3826008637746177,0.07702524212546001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0264265692482392,0.0006017597041051563,,,,
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,3,45.0,0.0,128.0,0.0,0.6753246753246753,0.0,0.6753246753246753,0.0,5.496414979298909,0.19043277034085682,23.315339571315082,0.7918599187273506,77.0,0.0,52.0,0.0,25.0,0.0,77.0,0.0,0.6042763392130533,0.020883869906157572,2.133370320002238,0.09573547703550765,2.6954418818155923,0.0797277704349236,0.10994047172988644,7.836141672278443e-05,0.3880052128068263,0.004190411307048488,0.49048811788139485,0.0030233228854398505,0.0264265692482392,0.0,0.00784774466510459,0.00027121908969035763,0.2969641874957902,0.010263121449577821
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,3,45.0,0.0,128.0,0.0,0.6576576576576577,0.0,1.3035714285714286,0.0,4.457254807154338,0.04799395388930488,28.72058205743631,0.31154897080933397,111.0,0.0,73.0,0.0,28.0,0.0,56.0,0.0,0.8322245279947916,0.012753735143773717,1.699485143025716,0.04140991324421735,1.8657326698303223,0.007164952886036001,0.1867303183750418,0.0032732500111816044,0.38122892723731944,0.005224162575550305,0.4186360600704404,0.005139582912669585,0.0264265692482392,0.0,0.007497518270223349,0.00011489851480877192,0.283711373950779,0.004347840755622408
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,3,45.0,0.0,128.0,0.0,0.4263157894736842,0.0,1.6875,0.0,4.494434674580892,0.07162469236177989,28.486822203193974,0.44902906795302344,190.0,0.0,81.0,0.0,39.0,0.0,48.0,0.0,1.3881417115529378,0.024401544920447608,1.4469995498657227,0.028442737844705895,1.5809717178344727,0.02252294467439712,0.308861530191704,0.0027597717672021155,0.32193684443340304,0.0016912032056927292,0.35178447889592784,0.003126729264994412,0.0264265692482392,0.0,0.0073060090081733566,0.00012842918379182974,0.27646452854110665,0.004859850803387457
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,3,45.0,0.0,128.0,0.0,0.32945736434108525,0.0,1.9767441860465116,0.0,4.564871152242024,0.019351479640300814,28.040726765214856,0.11909707561680725,258.0,0.0,85.0,0.0,38.0,0.0,43.0,0.0,1.8393465677897136,0.003537898692911646,1.2737385431925456,0.02877073979667763,1.3709382216135662,0.022584978574000797,0.40294557381297935,0.002484578865623236,0.27902560581168345,0.005945320773161149,0.30031511394683447,0.004226680027983929,0.0264265692482392,0.0,0.007129250262750828,1.3712785631440344e-05,0.2697758530735445,0.0005189014700557313
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,3,45.0,0.0,128.0,0.0,0.25072886297376096,0.0,2.0,0.0,5.313285748163859,0.046248407945296575,24.092380122532433,0.20973971802639324,343.0,0.0,86.0,0.0,41.0,0.0,43.0,0.0,2.5475827852884927,0.043979582697012486,1.289899508158366,0.015495016261385565,1.3781429926554363,0.017097533851010933,0.47945020577619213,0.005362121093573381,0.24276619750073153,0.0016632915911615454,0.25938948436652026,0.0034447480926453142,0.0264265692482392,0.0,0.007427355059150125,0.0001282203577172374,0.28105634860813455,0.004851948677590117
explain_sd_simple,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.5764137903849282,0.07985478029168426,35.80809090572195,0.808396575978554,,,,,,,,,0.0,0.0,3.5764137903849282,0.07985478029168426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.027940732737382252,0.0006238654710287833,,,,
explain_sd_simple,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.6113036473592124,0.01017107276668351,35.444545647534966,0.0999871582097374,,,,,,,,,0.0,0.0,3.6113036473592124,0.01017107276668351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028213309744993847,7.946150598971492e-05,,,,
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,top_k,1,50,,1.0,3,45.0,0.0,128.0,0.0,0.47243203794927935,0.041481060345675,0.47243203794927935,0.041481060345675,6.803849220275879,0.26804141571679496,18.84295882842645,0.7635067480571057,87.0,2.449489742783178,41.0,2.449489742783178,46.0,4.898979485566356,87.0,2.449489742783178,0.6640346050262451,0.01940117460291165,2.4042054812113443,0.09517073437068295,3.046040932337443,0.10478227262800283,0.09766436213015692,0.002474659925138972,0.353373109776458,0.0032821600627803275,0.44778552375025027,0.002464087953049812,0.028213309744993847,0.0,0.00763620495295964,0.0002418129417697197,0.27065966460438423,0.008570881755999099
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,top_k,2,50,,1.0,3,45.0,0.0,128.0,0.0,0.3797949717288163,0.05097157841247782,0.7556640983305816,0.09918724553624228,6.610177040100098,0.4059635453745129,19.434673973756414,1.149689473837449,146.0,8.831760866327848,55.0,4.320493798938574,53.333333333333336,4.988876515698588,73.33333333333333,4.189935029992179,1.1039878527323406,0.0598613073085597,2.232734123865763,0.15439440093175383,2.5025415420532227,0.12998962848439857,0.16709050673002054,0.00176145719906347,0.337617229229266,0.0027642715274876517,0.37880204523464117,0.0035479533638718146,0.028213309744993847,0.0,0.007565340589960102,0.00012494259337590943,0.2681479294113124,0.004428498269263841
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,top_k,4,50,,1.0,3,45.0,0.0,128.0,0.0,0.22252716785299098,0.03985534095061861,0.8819855112242266,0.16489224761343585,7.403131087621053,0.5823757996630488,17.40301736513278,1.4375269172310698,271.6666666666667,19.770910168449223,59.666666666666664,5.9066817155564495,63.666666666666664,7.586537784494028,68.66666666666667,5.436502143433364,2.0343291759490967,0.14905720097918695,2.0733964443206787,0.1606671550392454,2.321467161178589,0.1746264927699286,0.27492054868911064,0.002573786476322304,0.2801089852932842,0.001879473926076595,0.31366803159776924,0.001368966421353534,0.028213309744993847,0.0,0.0074880612632439005,2.9740258775465178e-05,0.26540882055047005,0.0010541215846092604
explain_sd_simple,speculative,manual,EleutherAI/pythia-14m,EleutherAI/pythia-1.4b,top_k,6,50,,1.0,3,45.0,0.0,128.0,0.0,0.15267888139671232,0.01629518371883567,0.897044203893519,0.09370460013968637,8.350606441497803,0.33280541892910925,15.352480700512064,0.608769172112984,399.6666666666667,21.761331658599286,60.666666666666664,3.39934634239519,66.0,2.8284271247461903,68.0,3.559026084010437,2.901877005894979,0.14746379944298932,2.023966630299886,0.09231326463448486,2.274249871571859,0.08688380353766184,0.3473838633311646,0.0055307038032076025,0.24231888009023775,0.001413782487964048,0.2724004725979944,0.004774617190247829,0.028213309744993847,0.0,0.007262133684600425,2.584929115722791e-05,0.25740098379946413,0.0009162091009834328
