prompt_id,prompt_chars,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,generated_tokens,acceptance_rate,avg_accepted_prefix_length,total_generation_time,tokens_per_s,proposed_tokens,accepted_tokens,rejection_events,verify_rounds,draft_time,verify_time,rebuild_time,draft_time_ratio,verify_time_ratio,rebuild_time_ratio,target_token_time,draft_token_time,draft_target_latency_ratio
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.487977981567383,36.6974793638121,,,,,0.0,3.487977981567383,0.0,0.0,1.0,0.0,0.027249827980995178,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.514024496078491,36.42547174695077,,,,,0.0,3.514024496078491,0.0,0.0,1.0,0.0,0.027453316375613213,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.435023069381714,37.26321407880365,,,,,0.0,3.435023069381714,0.0,0.0,1.0,0.0,0.02683611772954464,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.558745861053467,35.967727114436094,,,,,0.0,3.558745861053467,0.0,0.0,1.0,0.0,0.02780270203948021,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.5650596618652344,35.904027461080574,,,,,0.0,3.5650596618652344,0.0,0.0,1.0,0.0,0.027852028608322144,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.573033571243286,35.8239007408656,,,,,0.0,3.573033571243286,0.0,0.0,1.0,0.0,0.027914324775338173,,
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.7777777777777778,0.7777777777777778,6.178603410720825,20.716655770121182,72,56,16,72,1.0908827781677246,2.002108335494995,3.025965452194214,0.17655814844417358,0.32403897813234456,0.4897490987920829,0.02785635180771351,0.015151149696773954,0.5439028700297558
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.7777777777777778,0.7777777777777778,6.214221477508545,20.597914069087665,72,56,16,72,1.0708489418029785,2.035665273666382,3.0321850776672363,0.17232230065805634,0.32758170609692155,0.48794287243249723,0.02785635180771351,0.014872901969485812,0.5339142064312765
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.7777777777777778,0.7777777777777778,6.075610399246216,21.067842009072965,72,56,16,72,1.0629854202270508,1.9205527305603027,3.022580146789551,0.17495944446321515,0.3161086054495167,0.4974940702525221,0.02785635180771351,0.014763686392042372,0.5299935359071055
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.7647058823529411,1.5294117647058822,5.286557197570801,24.212355076535754,102,78,18,51,1.4908416271209717,1.6269605159759521,2.100206136703491,0.28200614717760375,0.30775426334619976,0.39727294309206496,0.02785635180771351,0.014616094383538938,0.5246952107882159
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.7647058823529411,1.5294117647058822,5.274668455123901,24.266928071215293,102,78,18,51,1.4922029972076416,1.6411333084106445,2.0893657207489014,0.28289986563195085,0.3111348746130992,0.396113184842785,0.02785635180771351,0.014629441149094525,0.5251743390548216
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.7647058823529411,1.5294117647058822,5.201810121536255,24.606818974429935,102,78,18,51,1.4900381565093994,1.5679559707641602,2.0897409915924072,0.28644608736109445,0.30142506822242376,0.40173342409031304,0.02785635180771351,0.014608217220680387,0.5244124328095012
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,128,0.559748427672956,2.225,5.215137004852295,24.543938132575533,159,89,24,40,2.2727410793304443,1.2532639503479004,1.621398687362671,0.4357970034566357,0.24031275672754754,0.31090241461616075,0.02785635180771351,0.014293969052392731,0.5131314089892665
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,128,0.559748427672956,2.225,5.209954261779785,24.568353879612296,159,89,24,40,2.249875068664551,1.2254462242126465,1.6698262691497803,0.4318416161864664,0.23521247263196104,0.3205068960776916,0.02785635180771351,0.014150157664556923,0.507968802312394
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,128,0.559748427672956,2.225,5.105190277099609,25.072522874254183,159,89,24,40,2.263568162918091,1.2083687782287598,1.5718681812286377,0.44338566048591677,0.23669417056777467,0.3078961010091198,0.02785635180771351,0.01423627775420183,0.5110603805003554
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,128,0.423963133640553,2.4864864864864864,5.664523363113403,22.596782075879215,217,92,29,37,2.998844623565674,1.1245739459991455,1.4574663639068604,0.5294081127979341,0.1985293155152676,0.2572972641259953,0.02785635180771351,0.01381956047726117,0.4961008739642099
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,128,0.423963133640553,2.4864864864864864,5.773577451705933,22.169963262929734,217,92,29,37,3.0793800354003906,1.125870704650879,1.499901294708252,0.5333573613861401,0.19500400125717812,0.2597871609508023,0.02785635180771351,0.014190691407375071,0.5094239010668161
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,128,0.423963133640553,2.4864864864864864,5.830190658569336,21.95468510311287,217,92,29,37,3.166367769241333,1.140913963317871,1.4434418678283691,0.5430984944870267,0.19569067808115878,0.24758055994391334,0.02785635180771351,0.01459155654028264,0.5238143401190889
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,128,0.4125,3.3,5.626155376434326,22.750882518484982,240,99,24,30,3.437559127807617,0.9220364093780518,1.1937012672424316,0.6109961239616938,0.16388392209004515,0.2121699788531188,0.02785635180771351,0.014323163032531738,0.5141794277801162
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,128,0.4125,3.3,5.512067794799805,23.22177534187039,240,99,24,30,3.2952792644500732,0.9636061191558838,1.183546781539917,0.5978299591233086,0.1748175376335119,0.2147191989649508,0.02785635180771351,0.013730330268541972,0.4928976473057036
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,128,0.4125,3.3,5.478475570678711,23.364163689086688,240,99,24,30,3.352005958557129,0.8940088748931885,1.1558291912078857,0.6118501242384584,0.16318570072266153,0.21097642515629467,0.02785635180771351,0.013966691493988038,0.5013826501904179
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.5251731872558594,36.31027277262383,,,,,0.0,3.5251731872558594,0.0,0.0,1.0,0.0,0.0275404155254364,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.749563694000244,34.13730514961394,,,,,0.0,3.749563694000244,0.0,0.0,1.0,0.0,0.029293466359376907,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.9495391845703125,32.40884417606447,,,,,0.0,3.9495391845703125,0.0,0.0,1.0,0.0,0.030855774879455566,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,4.175969362258911,30.651565875177024,,,,,0.0,4.175969362258911,0.0,0.0,1.0,0.0,0.03262476064264774,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.7614312171936035,34.02960006683322,,,,,0.0,3.7614312171936035,0.0,0.0,1.0,0.0,0.029386181384325027,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,128,,,3.945250988006592,32.44407019708378,,,,,0.0,3.945250988006592,0.0,0.0,1.0,0.0,0.0308222733438015,,
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-160m,EleutherAI/pythia-1.4b,top_k,1,50,,1.0,128,0.6329113924050633,0.6329113924050633,7.644073724746704,16.74499810037369,79,50,29,79,1.2269811630249023,2.2842698097229004,3.500164270401001,0.16051404096911165,0.2988288564418042,0.4578925317098486,0.030944405123591423,0.015531407126897498,0.5019132558814857
