prompt_id,prompt_chars,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,generated_tokens,acceptance_rate,avg_accepted_prefix_length,total_generation_time,tokens_per_s,proposed_tokens,accepted_tokens,rejection_events,verify_rounds,draft_time,verify_time,rebuild_time,draft_time_ratio,verify_time_ratio,rebuild_time_ratio,target_token_time,draft_token_time,draft_target_latency_ratio
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.6481616497039795,35.08616456466128,,,,,0.0,3.6481616497039795,0.0,0.0,1.0,0.0,0.02850126288831234,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.7513654232025146,34.12090947160442,,,,,0.0,3.7513654232025146,0.0,0.0,1.0,0.0,0.029307542368769646,,
explain_sd_simple,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.7148821353912354,34.456005691421375,,,,,0.0,3.7148821353912354,0.0,0.0,1.0,0.0,0.029022516682744026,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.5585787296295166,35.969416366776876,,,,,0.0,3.5585787296295166,0.0,0.0,1.0,0.0,0.0278013963252306,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.5555779933929443,35.9997728183301,,,,,0.0,3.5555779933929443,0.0,0.0,1.0,0.0,0.027777953073382378,,
explain_sd_simple,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,128,,,3.72027587890625,34.406050563548966,,,,,0.0,3.72027587890625,0.0,0.0,1.0,0.0,0.029064655303955078,,
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.6973684210526315,0.6973684210526315,5.475656509399414,23.37619238538383,76,53,23,76,0.593491792678833,2.118237018585205,2.694533348083496,0.10838733066255263,0.3868462192522627,0.49209320260650175,0.02821466823418935,0.007809102535247803,0.2767745652874649
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.6973684210526315,0.6973684210526315,5.391464948654175,23.741228259668375,76,53,23,76,0.6560165882110596,2.133150339126587,2.564255475997925,0.12167687158474717,0.3956531961983852,0.47561386384196336,0.02821466823418935,0.008631797213303415,0.3059329686834228
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,128,0.6973684210526315,0.6973684210526315,5.236569881439209,24.44348168706587,76,53,23,76,0.5615901947021484,2.098254442214966,2.533458709716797,0.1072439034362322,0.4006925315084854,0.48380118418671914,0.02821466823418935,0.007389344667133532,0.26189727292910125
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.6173913043478261,1.2241379310344827,4.716593980789185,27.138227399124766,115,71,26,58,0.8996608257293701,1.8163025379180908,1.936394214630127,0.19074375055256254,0.3850877445283483,0.4105492697732968,0.02821466823418935,0.007823137615038,0.2772720044093324
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.6173913043478261,1.2241379310344827,5.1076576709747314,25.060410905645686,115,71,26,58,0.9408481121063232,1.9876580238342285,2.0989444255828857,0.18420343975926137,0.3891525532592926,0.4109407013532935,0.02821466823418935,0.008181287931359332,0.28996576757353437
explain_sd_simple,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,128,0.6173913043478261,1.2241379310344827,4.716775178909302,27.137184865698533,115,71,26,58,0.8968727588653564,1.7559704780578613,1.9706685543060303,0.1901453270182675,0.37228199595129075,0.41779997552516884,0.02821466823418935,0.007798893555350925,0.27641273293089985
