prompt_id,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,n,prompt_chars_mean,prompt_chars_std,generated_tokens_mean,generated_tokens_std,acceptance_rate_mean,acceptance_rate_std,avg_accepted_prefix_length_mean,avg_accepted_prefix_length_std,total_generation_time_mean,total_generation_time_std,tokens_per_s_mean,tokens_per_s_std,proposed_tokens_mean,proposed_tokens_std,accepted_tokens_mean,accepted_tokens_std,rejection_events_mean,rejection_events_std,verify_rounds_mean,verify_rounds_std,draft_time_mean,draft_time_std,verify_time_mean,verify_time_std,rebuild_time_mean,rebuild_time_std,draft_time_ratio_mean,draft_time_ratio_std,verify_time_ratio_mean,verify_time_ratio_std,rebuild_time_ratio_mean,rebuild_time_ratio_std,target_token_time_mean,target_token_time_std,draft_token_time_mean,draft_token_time_std,draft_target_latency_ratio_mean,draft_target_latency_ratio_std
explain_sd_simple,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.7048030694325766,0.04273129527667424,34.55435990922903,0.40015373111548713,,,,,,,,,0.0,0.0,3.7048030694325766,0.04273129527667424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028943773979942005,0.0003338382443490175,,,,
explain_sd_simple,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.611477533976237,0.07694180051234802,35.45841324955198,0.7442359821572437,,,,,,,,,0.0,0.0,3.611477533976237,0.07694180051234802,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02821466823418935,0.0006011078165027189,,,,
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,1,,,1.0,3,45.0,0.0,128.0,0.0,0.6973684210526315,0.0,0.6973684210526315,0.0,5.367897113164266,0.09901914316469294,23.853634110706025,0.4429092607460035,76.0,0.0,53.0,0.0,23.0,0.0,76.0,0.0,0.603699525197347,0.039219334518849076,2.1165472666422525,0.014296208157833447,2.5974158445994058,0.06981388264798678,0.112436035227844,0.006550910821494993,0.3943973156530444,0.005722063598174448,0.4838360835450614,0.006727707138048045,0.02821466823418935,0.0,0.00794341480522825,0.0005160438752480138,0.28153493563332965,0.018289914698436664
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,2,,,1.0,3,45.0,0.0,128.0,0.0,0.6173913043478261,0.0,1.2241379310344827,0.0,4.847008943557739,0.18430649750938027,26.445274390156328,0.9792464534076547,115.0,0.0,71.0,0.0,26.0,0.0,58.0,0.0,0.9124605655670166,0.020105271748151497,1.8533103466033936,0.09813923151908563,2.002002398173014,0.06996189486097412,0.18836417244336381,0.002952208216800684,0.38217409791297724,0.007188923351012133,0.4130966488839197,0.003329591145187595,0.02821466823418935,0.0,0.007934439700582753,0.00017482844998392612,0.28121683497125555,0.0061963673835468535
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,3,45.0,0.0,128.0,0.0,0.4941860465116279,0.0,1.9767441860465116,0.0,4.293869733810425,0.19632987946959451,29.8706726802876,1.328425479691987,172.0,0.0,85.0,0.0,31.0,0.0,43.0,0.0,1.3575310707092285,0.040923797235398414,1.3468314011891682,0.06696088099838035,1.504166603088379,0.10754510909436264,0.3164760821481794,0.009463466090300299,0.3136239611185857,0.0037953654329839753,0.3500679886877483,0.014051537139573744,0.02821466823418935,0.0,0.007892622504123422,0.0002379290536941769,0.27973472658308535,0.008432814156073073
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,6,,,1.0,3,45.0,0.0,128.0,0.0,0.3723849372384937,0.0,2.225,0.0,4.968515316645305,0.6026980856778461,26.116335783724942,2.919369885335675,239.0,0.0,89.0,0.0,31.0,0.0,40.0,0.0,2.0574536323547363,0.27339929340404956,1.3432471752166748,0.1396393462438071,1.4721441268920898,0.1877628016145257,0.41368119845944884,0.01195201884329093,0.2709443683876736,0.007928723647305498,0.29616067840038746,0.008222287465048194,0.02821466823418935,0.0,0.008608592603994714,0.0011439300979248935,0.30511053798474874,0.04054380822166561
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,8,,,1.0,3,45.0,0.0,128.0,0.0,0.28938906752411575,0.0,2.3076923076923075,0.0,4.988016684850057,0.18397754820090143,25.69610735085324,0.9384949259943164,311.0,0.0,90.0,0.0,33.0,0.0,39.0,0.0,2.3739798863728843,0.09815388229371501,1.202188491821289,0.044148221289199284,1.3049335479736328,0.0455347482794985,0.47587958950121795,0.0054706464133376055,0.2410336366301009,0.002713257217827631,0.26164716117067494,0.002660035362308717,0.02821466823418935,0.0,0.00763337584042728,0.0003156073385650001,0.2705463618096872,0.011185931230712117
explain_sd_simple,baseline,hf,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.9026342233022056,0.11335069703913232,32.825589230039036,0.9375775858185383,,,,,,,,,0.0,0.0,3.9026342233022056,0.11335069703913232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03048932986954848,0.0008855523206182213,,,,
explain_sd_simple,baseline,manual,,EleutherAI/pythia-1.4b,top_k,,50,,1.0,3,45.0,0.0,128.0,0.0,,,,,3.6385817527770996,0.04577443255162633,35.184129581941086,0.44419043445458906,,,,,,,,,0.0,0.0,3.6385817527770996,0.04577443255162633,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02842641994357109,0.0003576127543095807,,,,
explain_sd_simple,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,top_k,1,50,,1.0,3,45.0,0.0,128.0,0.0,0.5387073347857662,0.03840414763022068,0.5387073347857662,0.03840414763022068,6.636390209197998,0.28145072887897615,19.322624099121242,0.8263285632803318,83.66666666666667,1.8856180831641267,45.0,2.160246899469287,38.666666666666664,4.0276819911981905,83.66666666666667,1.8856180831641267,0.6697973410288492,0.022468578491910023,2.3402929306030273,0.08570750684645453,2.9832807381947837,0.13547478772864757,0.10097119872882052,0.001301295215856392,0.3527393027004111,0.002778513947540538,0.44947555912320775,0.0016044868965934304,0.02842641994357109,0.0,0.008004889849512954,0.00016845658995947473,0.28160035155335617,0.005926057178282587
