prompt_id,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,n,prompt_chars_mean,prompt_chars_std,generated_tokens_mean,generated_tokens_std,acceptance_rate_mean,acceptance_rate_std,avg_accepted_prefix_length_mean,avg_accepted_prefix_length_std,total_generation_time_mean,total_generation_time_std,tokens_per_s_mean,tokens_per_s_std,proposed_tokens_mean,proposed_tokens_std,accepted_tokens_mean,accepted_tokens_std,rejected_tokens_mean,rejected_tokens_std,verify_rounds_mean,verify_rounds_std,draft_time_mean,draft_time_std,verify_time_mean,verify_time_std,rebuild_time_mean,rebuild_time_std,draft_time_ratio_mean,draft_time_ratio_std,verify_time_ratio_mean,verify_time_ratio_std,rebuild_time_ratio_mean,rebuild_time_ratio_std,output_exact_match_mean,output_exact_match_std,output_prefix_match_len_mean,output_prefix_match_len_std,output_prefix_match_ratio_mean,output_prefix_match_ratio_std
explain_sd_simple,baseline,hf,,Qwen/Qwen2.5-1.5B,greedy,,,,1.0,3,45.0,0.0,97.0,0.0,,,,,5.777948538462321,0.05364689380858836,16.789406714294696,0.1552390587415061,,,,,,,,,0.0,0.0,5.777948538462321,0.05364689380858836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,baseline,manual,,Qwen/Qwen2.5-1.5B,greedy,,,,1.0,3,45.0,0.0,128.0,0.0,,,,,7.443724870681763,0.04194350449574909,17.196239937226604,0.09724768562032911,,,,,,,,,0.0,0.0,7.443724870681763,0.04194350449574909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,speculative,manual,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,greedy,1,,,1.0,3,45.0,0.0,128.0,0.0,0.7297297297297297,0.0,0.7297297297297297,0.0,15.76141063372294,0.07139444453966502,8.121266793375398,0.03670879325340806,74.0,0.0,54.0,0.0,20.0,0.0,74.0,0.0,3.6689035892486572,0.053853312831184975,4.310750802357991,0.04138977633999465,7.711884101231893,0.021665732158247568,0.23276703373415855,0.0023693832599167015,0.27349697145043905,0.0018749308349700045,0.48930249875044957,0.0031950938044776806,1.0,0.0,128.0,0.0,1.0,0.0
explain_sd_simple,speculative,manual,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,greedy,2,,,1.0,3,45.0,0.0,128.0,0.0,0.6371681415929203,0.0,1.263157894736842,0.0,14.813250382741293,0.36587148998791963,8.646127084264723,0.21114527121855992,113.0,0.0,72.0,0.0,27.0,0.0,57.0,0.0,5.6529609362284345,0.11083665959449275,3.1303368409474692,0.07821020903626674,5.953508377075195,0.18490467600772945,0.38167270581033375,0.0034484050379036384,0.21131871597896865,0.0003330005703694918,0.40184911330838474,0.003396932590143319,0.0,0.0,15.0,0.0,0.1171875,0.0
explain_sd_simple,speculative,manual,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,greedy,4,,,1.0,3,45.0,0.0,128.0,0.0,0.4666666666666667,0.0,1.8666666666666667,0.0,16.14425738652547,0.181568628375487,7.929513346208974,0.08869748235475232,180.0,0.0,84.0,0.0,31.0,0.0,45.0,0.0,8.831033070882162,0.138645812209876,2.467821995417277,0.033476038753610014,4.764677047729492,0.08106710925521751,0.5469918118642058,0.004361521179712563,0.15285701760277337,0.00048114283568583997,0.29515574215401674,0.005377993679909943,0.0,0.0,15.0,0.0,0.1171875,0.0
explain_sd_simple,speculative,manual,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,greedy,6,,,1.0,3,45.0,0.0,128.0,0.0,0.4897959183673469,0.0,2.909090909090909,0.0,15.120209296544393,0.12070770342091845,8.466028761974215,0.06732677660860623,196.0,0.0,96.0,0.0,27.0,0.0,33.0,0.0,9.791884899139404,0.11612581173517013,1.835342248280843,0.02424694045568289,3.4105003674825034,0.057537172927518164,0.6475894402758934,0.003955307275819314,0.12140106103297099,0.0024369016174718375,0.22555076451497189,0.002727044848355722,0.0,0.0,15.0,0.0,0.1171875,0.0
explain_sd_simple,speculative,manual,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,greedy,8,,,1.0,3,45.0,0.0,128.0,0.0,0.3053691275167785,0.0,2.3947368421052633,0.0,21.186408122380573,0.17371341219014597,6.042013140325163,0.0492551040806908,298.0,0.0,91.0,0.0,36.0,0.0,38.0,0.0,14.876298189163208,0.2269039302349949,2.1811572710673013,0.06765433759151887,4.018337249755859,0.033389512619043375,0.7021264807643368,0.005547278083750635,0.10296234133764072,0.0034592759892054636,0.1896913240010911,0.003112598784284318,0.0,0.0,15.0,0.0,0.1171875,0.0
explain_sd_simple,baseline,hf,,Qwen/Qwen2.5-1.5B,top_k,,50,,1.0,3,45.0,0.0,105.33333333333333,17.987650084309387,,,,,6.669230620066325,0.9469138898374899,15.729446162634048,0.4577379646964234,,,,,,,,,0.0,0.0,6.669230620066325,0.9469138898374899,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,baseline,manual,,Qwen/Qwen2.5-1.5B,top_k,,50,,1.0,3,45.0,0.0,128.0,0.0,,,,,8.085752805074057,0.06426780883631117,15.831316729315269,0.12624883840905637,,,,,,,,,0.0,0.0,8.085752805074057,0.06426780883631117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,speculative,manual,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,top_k,1,50,,1.0,3,45.0,0.0,128.0,0.0,0.7266971080669711,0.019667500601053996,0.7266971080669711,0.019667500601053996,17.46929430961609,0.06643169682844598,7.327247691478277,0.02779400230313865,74.33333333333333,0.9428090415820634,54.0,0.816496580927726,20.333333333333332,1.699673171197595,74.33333333333333,0.9428090415820634,3.9624248345692954,0.042777463109109036,4.611484845479329,0.05664385966569606,8.366542021433512,0.0328034187508826,0.2268248277239797,0.002538704134870228,0.26397355094630187,0.002813225625610486,0.47893252808942355,0.002033895141071671,0.0,0.0,1.0,1.4142135623730951,0.0078125,0.011048543456039806
explain_sd_simple,speculative,manual,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-1.5B,top_k,2,50,,1.0,3,45.0,0.0,128.0,0.0,0.6544044804683102,0.15598302723066387,1.3088089609366205,0.31196605446132775,16.29790465037028,2.025169539168884,7.985851938997557,1.0647183437259327,113.33333333333333,13.888444437333106,72.0,7.2571803523590805,26.0,12.192894105447921,56.666666666666664,6.944222218666553,6.104973475138347,0.6282480902767766,3.2908355394999185,0.3785524880410814,6.278321822484334,0.8247985917454844,0.3756942576224438,0.009277249130774273,0.2021713894139958,0.0032793750417341836,0.38486453699767065,0.0030791644425722706,0.0,0.0,1.0,1.4142135623730951,0.0078125,0.011048543456039806
