prompt_id,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,n,prompt_chars_mean,prompt_chars_std,generated_tokens_mean,generated_tokens_std,acceptance_rate_mean,acceptance_rate_std,avg_accepted_prefix_length_mean,avg_accepted_prefix_length_std,total_generation_time_mean,total_generation_time_std,tokens_per_s_mean,tokens_per_s_std,proposed_tokens_mean,proposed_tokens_std,accepted_tokens_mean,accepted_tokens_std,rejected_tokens_mean,rejected_tokens_std,verify_rounds_mean,verify_rounds_std,draft_time_mean,draft_time_std,verify_time_mean,verify_time_std,rebuild_time_mean,rebuild_time_std,draft_time_ratio_mean,draft_time_ratio_std,verify_time_ratio_mean,verify_time_ratio_std,rebuild_time_ratio_mean,rebuild_time_ratio_std,output_exact_match_mean,output_exact_match_std,output_prefix_match_len_mean,output_prefix_match_len_std,output_prefix_match_ratio_mean,output_prefix_match_ratio_std
explain_sd_simple,baseline,hf,,gpt2,greedy,,,,1.0,3,45.0,0.0,128.0,0.0,,,,,1.6682635148366292,0.027066312181843945,76.74651675663372,1.234551424188096,,,,,,,,,0.0,0.0,1.6682635148366292,0.027066312181843945,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,baseline,manual,,gpt2,greedy,,,,1.0,3,45.0,0.0,128.0,0.0,,,,,1.716179370880127,0.02968215268278027,74.60639145717026,1.2785856349304516,,,,,,,,,0.0,0.0,1.716179370880127,0.02968215268278027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,speculative,manual,distilgpt2,gpt2,greedy,1,,,1.0,3,45.0,0.0,128.0,0.0,0.8695652173913043,0.0,0.8695652173913043,0.0,2.6786463260650635,0.05615094443288126,47.80657138932452,1.013333366183342,69.0,0.0,60.0,0.0,9.0,0.0,69.0,0.0,0.47026538848876953,0.012861052982364516,0.8670300642649332,0.017993501202718854,1.2863283157348633,0.02711601745430507,0.17555122942595133,0.002415754156607118,0.32368395184639814,0.00040826140122948804,0.48022653343204486,0.003419434468489861,1.0,0.0,128.0,0.0,1.0,0.0
explain_sd_simple,speculative,manual,distilgpt2,gpt2,greedy,2,,,1.0,3,45.0,0.0,128.0,0.0,0.8617021276595744,0.0,1.7234042553191489,0.0,2.12280281384786,0.03206290990033559,60.31125609309451,0.9014839151037725,94.0,0.0,81.0,0.0,8.0,0.0,47.0,0.0,0.6066180070241293,0.009157029694443592,0.6363958517710367,0.02701454518594716,0.837899923324585,0.00535522735745027,0.2858527316866141,0.007186627612453087,0.2996745088680609,0.008399717308437806,0.394767950117018,0.003692142983866105,1.0,0.0,128.0,0.0,1.0,0.0
explain_sd_simple,speculative,manual,distilgpt2,gpt2,greedy,4,,,1.0,3,45.0,0.0,128.0,0.0,0.7578125,0.0,3.03125,0.0,1.9660476843516033,0.03366947992342858,65.12430288211173,1.113399042763693,128.0,0.0,97.0,0.0,10.0,0.0,32.0,0.0,0.8653627236684164,0.008966643796283171,0.45188474655151367,0.013594740711653189,0.5993830362955729,0.014275814132306969,0.4402143185951521,0.0041983862223212015,0.22979353606623631,0.003012325033672256,0.3048384859606837,0.00275994809989458,1.0,0.0,128.0,0.0,1.0,0.0
explain_sd_simple,speculative,manual,distilgpt2,gpt2,greedy,6,,,1.0,3,45.0,0.0,128.0,0.0,0.6821192052980133,0.0,3.9615384615384617,0.0,1.8753530184427898,0.013460314708102711,68.25734249818372,0.4913215827688022,151.0,0.0,103.0,0.0,10.0,0.0,26.0,0.0,0.9835219383239746,0.01594809720095741,0.37203041712443036,0.006843149976948176,0.4653936227162679,0.0037211594011204215,0.5244138543698796,0.004910471001014868,0.19837272989074672,0.002981756900312862,0.24818734490687613,0.0035660830458472924,1.0,0.0,128.0,0.0,1.0,0.0
explain_sd_simple,speculative,manual,distilgpt2,gpt2,greedy,8,,,1.0,3,45.0,0.0,128.0,0.0,0.6022727272727273,0.0,4.818181818181818,0.0,1.963391860326131,0.06307255861845379,65.2591795340507,2.050703752615235,176.0,0.0,106.0,0.0,11.0,0.0,22.0,0.0,1.1918062369028728,0.03463930646573101,0.3253762722015381,0.008913358148940145,0.39129185676574707,0.017824735733796913,0.6071076356588687,0.00691512518978195,0.16576304966340355,0.0025535844066951986,0.19924204531800163,0.004629475326255361,1.0,0.0,128.0,0.0,1.0,0.0
explain_sd_simple,baseline,hf,,gpt2,top_k,,50,,1.0,3,45.0,0.0,128.0,0.0,,,,,1.9270954926808674,0.021490582915277175,66.42945959730928,0.7404482177297593,,,,,,,,,0.0,0.0,1.9270954926808674,0.021490582915277175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,baseline,manual,,gpt2,top_k,,50,,1.0,3,45.0,0.0,128.0,0.0,,,,,1.9015053113301594,0.06399335104242336,67.3896814300967,2.216465311840994,,,,,,,,,0.0,0.0,1.9015053113301594,0.06399335104242336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
explain_sd_simple,speculative,manual,distilgpt2,gpt2,top_k,1,50,,1.0,3,45.0,0.0,128.0,0.0,0.6936752136752137,0.037228869847086565,0.6936752136752137,0.037228869847086565,3.7809903621673584,0.1328942202419163,33.89620069018066,1.2132370865577813,76.0,1.4142135623730951,52.666666666666664,1.8856180831641267,23.333333333333332,3.2998316455372216,76.0,1.4142135623730951,0.5864060719807943,0.020182461767198755,1.0479791164398193,0.04471216014498295,1.5623783270517986,0.030840594732791892,0.1551298098500954,0.003159271072616837,0.27711940045128125,0.0042913748892082935,0.4134478845549815,0.0065192513054532055,0.0,0.0,0.3333333333333333,0.4714045207910317,0.0026041666666666665,0.003682847818679935
