prompt_id,prompt_chars,mode,baseline_impl,draft_model,target_model,strategy,candidate_length_k,top_k,top_p,temperature,generated_tokens,acceptance_rate,top1_match_rate,avg_accepted_prefix_length,total_generation_time,tokens_per_s,proposed_tokens,accepted_tokens,accepted_tokens_per_draft_second,rejection_events,verify_rounds,draft_time,verify_time,rebuild_time,draft_time_ratio,verify_time_ratio,rebuild_time_ratio,target_decode_step_time,draft_decode_step_time,draft_target_latency_ratio
prompt_1,45,baseline,hf,,EleutherAI/pythia-1.4b,greedy,,,,1.0,16,,,,0.39906954765319824,40.093262174703476,,,,,,0.0,0.39906954765319824,0.0,0.0,1.0,0.0,,,
prompt_1,45,baseline,manual,,EleutherAI/pythia-1.4b,greedy,,,,1.0,16,,,,0.41824984550476074,38.25464652758104,,,,,,0.0,0.41824984550476074,0.0,0.0,1.0,0.0,,,
prompt_1,45,speculative,manual,EleutherAI/pythia-31m,EleutherAI/pythia-1.4b,greedy,4,,,1.0,16,0.23333333333333334,0.0,0.7777777777777778,0.7482552528381348,21.383077418183092,30,7,33.512455256045,9,9,0.2088775634765625,0.2845580577850342,0.2427659034729004,0.2791528194212993,0.38029543622407525,0.32444263177851207,0.029851019382476807,0.007206335663795471,0.24141003600117408
